Ano,orgao_superior,orgao,unidade_gestora,categoria,Origem,especie,detalhamento,valor_loa,valor_atualizado
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19219911 - OUTRAS INDENIZACOES-PRINCIPAL,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,131 - Exploração do patrimônio imobiliário do Estado,13100111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL,125000.00,125000.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,132 - Valores Mobiliários,13210011 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL,7123820.00,7123820.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,7 - Receitas Correntes - intra-orçamentárias,79 - Outras Receitas Correntes,792 - Indenizações e restituições,79220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19239911 - OUTROS RESSARCIMENTOS-PRINCIPAL,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909913 - OUTRAS RECEITAS-PRIMARIAS-DIVIDA ATIVA,700166.00,700166.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,7 - Receitas Correntes - intra-orçamentárias,79 - Outras Receitas Correntes,792 - Indenizações e restituições,79220112 - RESTITUICAO DE CONVENIOS-PRIMARIAS-MUL.JUR.,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229911 - OUTRAS RESTITUICOES-PRINCIPAL,83408909.00,83408909.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909911 - OUTRAS RECEITAS-PRIMARIAS-PRINCIPAL,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19230111 - RESSARC.POR OP.SEG.PRIV.ASSIST.SAUDE-PRINC.,456021785.00,456021785.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,18 - Receitas Correntes - a classificar,180 - Receitas Correntes - a classificar,18000000 - Receitas Correntes - a classificar,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229912 - OUTRAS RESTITUICOES-MULTAS E JUROS,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,163 - Serviços e Atividades Referentes à Saúde,16300111 - SERVICOS DE ATENDIMENTO A SAUDE-PRINCIPAL,2667930.00,2667930.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19100912 - MULTAS E JUROS PREVISTOS EM CONTRATOS-MUL.JUR,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,161 - Serviços Administrativos e Comerciais Gerais,16100211 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19100111 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,12 - Contribuições,121 - Contribuições sociais,12100761 - CONTRIB.S/CONCURS.PROGNOST.-MOD.FUT-PRINCIPAL,8800597.00,8800597.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220112 - RESTITUICAO DE CONVENIOS-PRIMARIAS-MUL.JUR.,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,131 - Exploração do patrimônio imobiliário do Estado,13100211 - CONC/PERM/AUT/CESSAO DIR.USO IMOV.PUB-PRINC.,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,161 - Serviços Administrativos e Comerciais Gerais,16100112 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-MUL.JUR.,0.00,0.00
2016,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909914 - OUTRAS RECEITAS-PRIMARIAS-DIV.ATIVA-MUL.JUR.,607648.00,607648.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,18 - Receitas Correntes - a classificar,180 - Receitas Correntes - a classificar,18000000 - Receitas Correntes - a classificar,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19219911 - OUTRAS INDENIZACOES-PRINCIPAL,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220611 - RESTIT.DE DESPESAS DE EXERC.ANTERIORES-PRINC.,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909913 - OUTRAS RECEITAS-PRIMARIAS-DIVIDA ATIVA,840680.00,840680.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,132 - Valores Mobiliários,13210011 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL,14080411.00,14080411.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19100911 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.,1254242.00,1254242.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909914 - OUTRAS RECEITAS-PRIMARIAS-DIV.ATIVA-MUL.JUR.,650170.00,650170.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,134 - Exploração de recursos naturais,13420241 - ROY.PETR.PLAT.-CESS.-COM.A PART.3/12/12-PRINC,487521.00,487521.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,163 - Serviços e Atividades Referentes à Saúde,16300112 - SERVICOS DE ATENDIMENTO A SAUDE-MUL.JUR.,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229912 - OUTRAS RESTITUICOES-MULTAS E JUROS,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19900812 - PRÊMIO DO SEGURO OBRIGATÓRIO DPVAT-MUL.JUR.,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229911 - OUTRAS RESTITUICOES-PRINCIPAL,61311237.00,61311237.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,131 - Exploração do patrimônio imobiliário do Estado,13100111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL,97676.00,97676.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,161 - Serviços Administrativos e Comerciais Gerais,16100111 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.,8270.00,8270.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,163 - Serviços e Atividades Referentes à Saúde,16300111 - SERVICOS DE ATENDIMENTO A SAUDE-PRINCIPAL,166842.00,166842.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19239911 - OUTROS RESSARCIMENTOS-PRINCIPAL,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19100111 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19230111 - RESSARC.POR OP.SEG.PRIV.ASSIST.SAUDE-PRINC.,361041000.00,361041000.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,132 - Valores Mobiliários,13210031 - REMUN.SALDOS RECURSOS NAO-DESEMBOLSADOS-PRINC,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,161 - Serviços Administrativos e Comerciais Gerais,16100112 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-MUL.JUR.,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19210311 - INDENIZACAO POR SINISTRO-PRINCIPAL,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19100112 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-MUL.JUR,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,12 - Contribuições,121 - Contribuições sociais,12100761 - CONTRIB.S/CONCURS.PROGNÓST.-MOD.FUT-PRINCIPAL,7812351.00,7812351.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,131 - Exploração do patrimônio imobiliário do Estado,13100211 - CONC/PERM/AUT/CESSAO DIR.USO IMOV.PUB-PRINC.,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19900811 - PRÊMIO DO SEGURO OBRIGATÓRIO DPVAT-PRINCIPAL,4125758667.00,4125758667.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909911 - OUTRAS RECEITAS-PRIMARIAS-PRINCIPAL,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,7 - Receitas Correntes - intra-orçamentárias,79 - Outras Receitas Correntes,792 - Indenizações e restituições,79220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909912 - OUTRAS RECEITAS-PRIMARIAS-MULTAS E JUROS,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220112 - RESTITUIÇÃO DE CONVÊNIOS-PRIMÁRIAS-MUL.JUR.,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220612 - RESTIT.DE DESPESAS EXERC.ANTERIORES-MUL.JUR.,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,161 - Serviços Administrativos e Comerciais Gerais,16100211 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL,0.00,0.00
2017,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19219912 - OUTRAS INDENIZACOES-MULTAS E JUROS,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909914 - OUTRAS RECEITAS-PRIMARIAS-DIV.ATIVA-MUL.JUR.,702175.00,702175.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229911 - OUTRAS RESTITUICOES-PRINCIPAL,87535694.00,87535694.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19100911 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.,718198.00,718198.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,134 - Exploração de recursos naturais,13420241 - ROY.PETR.PLAT.-CESS.-COM.A PART.3/12/12-PRINC,10627554.00,10627554.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,134 - Exploração de recursos naturais,13420341 - ROY.EXC.PETR.PLAT-CESS.-COM.A P.3/12/12-PRINC,21255107.00,21255107.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,131 - Exploração do patrimônio imobiliário do Estado,13100111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL,211002.00,211002.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,12 - Contribuições,121 - Contribuições sociais,12100761 - CONTRIB.S/CONCURS.PROGNÓST.-MOD.FUT-PRINCIPAL,10284827.00,10284827.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229912 - OUTRAS RESTITUICOES-MULTAS E JUROS,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,161 - Serviços Administrativos e Comerciais Gerais,16100111 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.,7475.00,7475.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,134 - Exploração de recursos naturais,13410241 - ROYAL.PETRO.PLAT.-COM.A PARTIR 3/12/12-PRINC.,8169219.00,8169219.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19230111 - RESSARC.POR OP.SEG.PRIV.ASSIST.SAUDE-PRINC.,524889737.00,524889737.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,161 - Serviços Administrativos e Comerciais Gerais,16100211 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220112 - RESTITUIÇÃO DE CONVÊNIOS-PRIMÁRIAS-MUL.JUR.,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909911 - OUTRAS RECEITAS-PRIMARIAS-PRINCIPAL,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,163 - Serviços e Atividades Referentes à Saúde,16300111 - SERVICOS DE ATENDIMENTO A SAUDE-PRINCIPAL,4448.00,4448.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,132 - Valores Mobiliários,13210031 - REMUN.SALDOS RECURSOS NAO-DESEMBOLSADOS-PRINC,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,132 - Valores Mobiliários,13210012 - REMUNERACAO DE DEPOSITOS BANCARIOS-MUL.JUR.,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19909913 - OUTRAS RECEITAS-PRIMARIAS-DIVIDA ATIVA,791408.00,791408.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19900812 - PRÊMIO DO SEGURO OBRIGATÓRIO DPVAT-MUL.JUR.,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,18 - Receitas Correntes - a classificar,180 - Receitas Correntes - a classificar,18000000 - Receitas Correntes - a classificar,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,199 - Demais receitas correntes,19900811 - PRÊMIO DO SEGURO OBRIGATÓRIO DPVAT-PRINCIPAL,2781107053.00,2781107053.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19100111 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19100912 - MULTAS E JUROS PREVISTOS EM CONTRATOS-MUL.JUR,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,16 - Receita de Serviços,163 - Serviços e Atividades Referentes à Saúde,16300112 - SERVICOS DE ATENDIMENTO A SAUDE-MUL.JUR.,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,131 - Exploração do patrimônio imobiliário do Estado,13100211 - CONC/PERM/AUT/CESSAO DIR.USO IMOV.PUB-PRINC.,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,132 - Valores Mobiliários,13210011 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL,3154430.00,3154430.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,13 - Receita Patrimonial,134 - Exploração de recursos naturais,13410341 - ROY.EXC.PETRO.PLAT-COM.A PARTIR 3/12/12-PRINC,16338439.00,16338439.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,1 - Receitas Correntes,19 - Outras Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais",19100112 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-MUL.JUR,0.00,0.00
2018,36000 - Ministério da Saúde,36000 - Ministério da Saúde - Unidades com vínculo direto,250088 - SPO-COORD.-GERAL DE FINANCAS/MS,7 - Receitas Correntes - intra-orçamentárias,79 - Outras Receitas Correntes,792 - Indenizações e restituições,79220111 - RESTITUIÇÃO CONVÊNIOS-PRIMÁRIAS-PRINC.-INTRA,0.00,0.00
